代號,名稱,EPS,DividendYield,CashDividend,StockDividend,beta值,三大法人買賣超,十年填權息平均天數,十年填權息成功率
3532,台勝科,1.9040000000000001,2.225714286,2.035714286,,1.06,-1781.0,9.375,0.8
5530,龍巖,4.336,3.51,2.511111111,,,-316.0,18.777777777777782,0.9
9943,好樂迪,4.506,7.3944444439999995,3.6555555560000004,,,284.0,180.11111111111111,0.9
4912,聯德控股-KY,5.069,4.362222222,3.388888889,,1.0583333333333331,40.0,32.375,0.8888888888888888
6125,廣運,0.374,3.791666667,0.46833333299999996,,,886.0,8.5,0.8888888888888888
1215,卜蜂,3.218,4.592,1.59,,0.65,2057.0,136.9,1.0
2239,英利-KY,9.19,,,,,1101.0,10.666666666666666,0.3333333333333333
2881,富邦金,4.563,3.9939999999999998,1.78,,,31952.0,113.22222222222223,1.0
8497,格威傳媒,5.928333332999999,,,,,22.0,43.0,0.3
3679,新至陞,5.666,6.765,4.065,,,13.0,30.88888888888889,1.0
4557,永新-KY,5.43875,6.234,4.316,,,0.0,145.0,0.25
6577,勁豐,5.74,,4.082,,0.586,101.0,92.0,0.4
6664,群翊,4.885,,,,,-81.0,24.5,0.2
1730,花仙子,3.068,5.391,1.845,,0.5071428571428572,2567.0,61.9,1.0
6223,旺矽,5.472,4.751111111,3.1755555560000004,,1.4,116.0,14.25,0.8888888888888888
3217,優群,2.388,7.192,1.5290000000000001,,0.9842857142857142,-1824.0,346.8,1.0
1777,生泰,3.8680000000000003,3.3989999999999996,2.335,,0.5328571428571428,287.0,32.5,1.0
9946,三發地產,2.9389999999999996,,,,,-1483.0,99.83333333333331,0.6
6552,易華電,2.76,,,,,733.0,3.0,0.4
6706,惠特,7.8375,,,,1.62,3061.0,3.0,0.1
2723,美食-KY,7.358,1.743,3.55,,1.125,-550.0,36.625,0.8888888888888888
6579,研揚,4.788333333,,,,,12.0,11.5,0.25
6206,飛捷,6.2,5.87,4.78,0.826666667,,-1012.0,119.75,1.0
6525,捷敏-KY,5.446666667000001,,,,,267.0,97.0,0.25
4549,桓達,4.804444444,3.955,3.442857143,0.38,0.7399999999999999,13.0,51.4,0.5555555555555556
6238,勝麗,4.331,,,,1.48,,65.66666666666667,0.3333333333333333
